stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening F:\School\Introduction_to_Programming\Final_Project\G37_FInal_Project\allegro5.cfg r
display  D   display_settings.c:398  _al_score_display_settings       [   0.08926] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08927] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08928] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08928] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08929] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08930] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08931] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08931] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08932] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08933] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08933] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08934] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08935] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08936] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08936] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08937] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08938] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08939] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08939] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08940] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08941] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08941] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08942] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08943] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08944] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08944] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08945] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08946] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08947] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08947] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08948] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08949] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08950] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08964] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08966] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08967] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08968] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08969] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08970] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08970] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08971] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08972] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08973] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08974] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08974] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08975] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08976] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08977] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08977] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08978] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08979] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08980] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08980] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08981] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08982] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08983] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08984] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08985] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08985] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08986] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08987] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08987] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08988] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08989] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08990] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08990] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08991] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08992] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08993] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08993] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08994] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08995] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08996] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08996] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08997] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08998] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08998] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08999] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09000] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1682 d3d_create_display_internals     [   0.09002] Trying format 0.
d3d      I         d3d_disp.cpp:1358 d3d_display_thread_proc          [   0.09023] Chose a display format: 23
d3d      I         d3d_disp.cpp:1427 d3d_display_thread_proc          [   0.09025] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.11160] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:853  d3d_create_device                [   0.15760] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:861  d3d_create_device                [   0.15764] Success
d3d      D         d3d_disp.cpp:1705 d3d_create_display_internals     [   0.15766] Resumed after wait.
d3d      I         d3d_disp.cpp:1738 d3d_create_display_internals     [   0.15770] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1769 d3d_create_display_internals     [   0.15772] Returning d3d_display: 000000000083c5d0
d3d      D         d3d_disp.cpp:1794 d3d_create_display_locked        [   0.15773] al_display=000000000083c5d0
d3d      D         d3d_disp.cpp:1795 d3d_create_display_locked        [   0.15774] al_display->vt=000000000083c460
system   D            wsystem.c:874  _al_win_safe_load_library        [   0.15795] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
